Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
2171	1	-15804.9	-15817.3	12.3962	0.108297	0.118805	0.0897263	0.0968854	0.129271	0.0691017	0.120916	0.0708058	0.094492	0.155604	0.0714406	0.100755	0.105854	0.132094	0.109583	0.125312	0.1341	0.110673	0.122984	0.0738386	0.107084	0.0914323	0.161997	0.0190725	0.0316821	0.0481778	0.0313171	0.0288805	0.0356988	0.0355631	0.0432639	0.0675104	0.0413166	0.0340289	0.033021	0.0507863	0.0285873	0.0412158	0.0577967	0.00843551	0.0515286	0.0342854	0.0260736	3.249291
2172	0	-15807.9	-15819.9	12.0031	0.129662	0.124256	0.0947518	0.0951265	0.103952	0.0677403	0.132328	0.0918033	0.09235	0.176422	0.0802263	0.0886815	0.117801	0.0998161	0.104484	0.124396	0.146363	0.126625	0.132564	0.0720182	0.084221	0.0821558	0.170301	0.0409606	0.0197729	0.0205036	0.0508031	0.0472343	0.0302185	0.0233227	0.0523159	0.0352002	0.0387916	0.0554843	0.0335782	0.0639535	0.00939426	0.0303193	0.0224119	0.0337889	0.0695052	0.0328125	0.0401791	3.288594
2173	1	-15807.8	-15819.9	12.1002	0.122257	0.112305	0.0911573	0.102669	0.108356	0.0606598	0.129985	0.0700322	0.116141	0.166048	0.0786548	0.078337	0.113798	0.127939	0.107219	0.128826	0.120915	0.115973	0.125644	0.0762325	0.0771696	0.0851207	0.199078	0.0315312	0.0375802	0.0433007	0.0334053	0.0230119	0.033383	0.0239942	0.0298267	0.0677065	0.048115	0.0489948	0.0168194	0.0414528	0.0356897	0.0563542	0.0720978	0.0179985	0.0513903	0.0224815	0.0292361	3.278887
2174	0	-15801.3	-15814.1	12.8374	0.113271	0.111642	0.0904606	0.0959775	0.110599	0.079635	0.140474	0.0856006	0.0958931	0.141323	0.0752588	0.0759661	0.0971206	0.0916192	0.119956	0.134352	0.126591	0.11296	0.132491	0.0884052	0.0781572	0.0752049	0.156546	0.0414343	0.0212226	0.0352116	0.043628	0.0601884	0.0435684	0.0236522	0.0370309	0.041282	0.0241997	0.0487107	0.0319925	0.0763497	0.0263627	0.0491904	0.0161286	0.0393985	0.0458704	0.0297538	0.0404925	3.205172
2175	1	-15805.3	-15818.9	13.5489	0.102981	0.105387	0.093651	0.111959	0.102966	0.0866666	0.140134	0.0757243	0.0751671	0.15993	0.0942773	0.110632	0.101925	0.08849	0.122382	0.128964	0.119157	0.108867	0.0954473	0.0782083	0.0851074	0.0670535	0.172166	0.0223594	0.0428317	0.0407032	0.0376977	0.0323544	0.0199567	0.0283653	0.0391401	0.0732206	0.0498647	0.0381337	0.0188847	0.0396535	0.0233583	0.0431947	0.0536706	0.0149326	0.030424	0.0329163	0.0251171	3.13402
2176	0	-15795.2	-15807.4	12.2698	0.122885	0.0911395	0.104125	0.10686	0.115519	0.0909845	0.123566	0.0837035	0.114181	0.163317	0.084774	0.0788003	0.113056	0.10787	0.10382	0.136438	0.140964	0.0961086	0.1236	0.0799497	0.0832726	0.0934915	0.162786	0.0344564	0.0275644	0.0311809	0.0473608	0.0431843	0.0361966	0.0249487	0.0497898	0.0555374	0.0189368	0.0391891	0.0228761	0.102931	0.0185486	0.0298493	0.00924949	0.0396735	0.0453663	0.0297538	0.0341236	3.261928
2177	1	-15811.8	-15824.4	12.6211	0.127171	0.0961168	0.100911	0.118345	0.123636	0.081769	0.122571	0.0848782	0.0933735	0.152264	0.102212	0.0982528	0.0696136	0.107193	0.106197	0.13405	0.132972	0.130963	0.135321	0.0763028	0.117023	0.0723719	0.166411	0.0292422	0.0234872	0.0579325	0.0300283	0.0185733	0.0344197	0.0287519	0.0197744	0.0724909	0.0402495	0.036129	0.0194612	0.042518	0.0233583	0.0406236	0.0409159	0.0270108	0.0506606	0.0173448	0.0239112	3.226802
2178	0	-15796	-15809	12.9326	0.105109	0.0983032	0.0995235	0.129544	0.131362	0.0818678	0.132102	0.0820803	0.112467	0.149374	0.0740167	0.077187	0.106865	0.0894186	0.114192	0.119297	0.123545	0.112369	0.129975	0.0833428	0.0850588	0.0860683	0.162786	0.0380837	0.0191334	0.0311809	0.0402599	0.0402935	0.019347	0.0292533	0.0512424	0.0484904	0.0221918	0.0515627	0.0356543	0.0692565	0.0204974	0.0324113	0.0334115	0.0307203	0.0450834	0.0297538	0.0219648	3.195647
2179	1	-15803.1	-15814.9	11.8016	0.137875	0.106701	0.0914322	0.115365	0.12355	0.0932526	0.126828	0.0847215	0.107092	0.213829	0.0752754	0.0847192	0.0785847	0.086602	0.118963	0.119655	0.124044	0.141965	0.129246	0.0784182	0.0923967	0.0714436	0.187844	0.0508045	0.0316589	0.0421248	0.022168	0.0242674	0.023088	0.0238648	0.0401218	0.0837604	0.0402495	0.0351293	0.0178927	0.0488733	0.0267525	0.0530704	0.0507962	0.0124986	0.0425796	0.0320954	0.0171496	3.30875
2180	0	-15804	-15817.9	13.8447	0.124366	0.0886295	0.093011	0.0941496	0.111342	0.0767773	0.125131	0.0979571	0.0911435	0.165066	0.070993	0.0859941	0.118544	0.0810805	0.100174	0.116616	0.124258	0.0979089	0.121194	0.0733833	0.0831464	0.0717127	0.181811	0.0380837	0.0480595	0.0302028	0.0377598	0.0393875	0.0156973	0.0274087	0.0582815	0.0332939	0.0191344	0.0458191	0.033467	0.0606237	0.0117311	0.0315164	0.0293043	0.0377957	0.0538187	0.0297538	0.0289123	3.10444
2181	1	-15797	-15810	13.0082	0.121343	0.114	0.0914322	0.10183	0.0956075	0.0790036	0.138218	0.0798149	0.0829171	0.161184	0.0813177	0.0749604	0.110646	0.0929834	0.112514	0.138911	0.125569	0.0893363	0.110386	0.0796	0.0885231	0.0939045	0.196209	0.0298527	0.031998	0.048155	0.038544	0.0297397	0.0269308	0.0268612	0.0313668	0.0685338	0.0354126	0.0324449	0.0321775	0.048182	0.0304391	0.0387763	0.050372	0.0332758	0.0380393	0.0351219	0.0216579	3.188092
2182	0	-15804.6	-15817	12.4312	0.10949	0.104516	0.108856	0.0973215	0.105646	0.0808895	0.127621	0.0848967	0.108771	0.184712	0.0830244	0.0859941	0.101769	0.0829382	0.113248	0.13067	0.148247	0.124763	0.122854	0.0969189	0.0706371	0.0919483	0.170397	0.028253	0.0313446	0.034266	0.0552953	0.0391151	0.0219519	0.0129399	0.0357704	0.0475275	0.0314613	0.0382008	0.0258859	0.100315	0.0211115	0.0422245	0.0272351	0.0303932	0.0401033	0.0261857	0.0200795	3.245788
2183	1	-15799.2	-15811.5	12.316	0.122433	0.0951308	0.103847	0.0941761	0.107322	0.0923943	0.131446	0.0764652	0.0991946	0.179248	0.0791727	0.102234	0.0922796	0.107139	0.115767	0.12236	0.127209	0.100526	0.147767	0.0748108	0.102613	0.0978954	0.167576	0.0308656	0.0337509	0.0446612	0.0345471	0.0297397	0.0310573	0.0252602	0.023841	0.0669124	0.0437835	0.0440604	0.0232296	0.057683	0.0304391	0.0493384	0.0566877	0.0147962	0.028452	0.0286839	0.0205124	3.257309
2184	0	-15805.5	-15818.7	13.1309	0.114947	0.0848686	0.0843596	0.12803	0.108452	0.0869431	0.123967	0.07342	0.10299	0.173572	0.0717731	0.0902497	0.099223	0.0904987	0.108773	0.137035	0.1363	0.127808	0.116323	0.0690248	0.0840183	0.0804555	0.16389	0.0428041	0.0265645	0.0317673	0.0392446	0.0328396	0.0416881	0.0186999	0.0574208	0.0381703	0.0273896	0.0519864	0.0468354	0.0688703	0.00885711	0.0358084	0.00894069	0.048978	0.0379879	0.0202398	0.0338012	3.175815
2185	1	-15804.2	-15815.7	11.5912	0.138098	0.0929273	0.0963351	0.110713	0.107322	0.0777888	0.132391	0.0909489	0.0893476	0.188243	0.0848636	0.0913294	0.108854	0.107074	0.109839	0.136532	0.143094	0.118833	0.104158	0.10429	0.102613	0.080611	0.161477	0.0353154	0.0288329	0.051974	0.030271	0.0216467	0.0207052	0.0273679	0.0450042	0.0657411	0.045064	0.0286748	0.032519	0.0629815	0.0355443	0.0404876	0.0562658	0.0372883	0.0400068	0.0326601	0.0137597	3.329793
2186	0	-15799.3	-15811.4	12.1244	0.122343	0.108289	0.1025	0.0992447	0.117721	0.0724324	0.118855	0.0866266	0.111846	0.183263	0.0758394	0.0784977	0.114185	0.0956231	0.107997	0.138284	0.137992	0.111733	0.124291	0.0709695	0.0882343	0.0888472	0.182863	0.0351544	0.0250183	0.0361338	0.0518346	0.0570115	0.0268459	0.0155224	0.031454	0.0471923	0.0347794	0.0412735	0.0317266	0.0835779	0.0261491	0.0352366	0.0165836	0.0473121	0.0449772	0.0252112	0.0249945	3.276464
2187	1	-15806.7	-15819.8	13.1545	0.112526	0.112697	0.0888317	0.124026	0.108956	0.0884881	0.139185	0.076669	0.111408	0.154701	0.104056	0.0634246	0.0723749	0.0894104	0.0999116	0.139813	0.124357	0.106682	0.128075	0.0793401	0.0878697	0.0867463	0.168214	0.0323467	0.0338881	0.0388975	0.0234527	0.0297424	0.0161064	0.0304721	0.0297944	0.0703838	0.0525087	0.0213624	0.0227797	0.0410636	0.0205419	0.0623504	0.0560117	0.0246006	0.0496572	0.0269062	0.0228298	3.173457
2188	0	-15805.5	-15818.5	13.0248	0.121706	0.0963245	0.0967934	0.101764	0.122219	0.0831888	0.139416	0.0703352	0.0848132	0.146631	0.0721076	0.0921426	0.12677	0.0947054	0.109642	0.142618	0.112083	0.106262	0.117238	0.0710595	0.0857669	0.0882675	0.163993	0.0433896	0.0390362	0.0198028	0.053769	0.0343259	0.0345579	0.0151338	0.0503079	0.0486367	0.0434933	0.0454033	0.0199643	0.0855294	0.0196515	0.047217	0.0104801	0.050979	0.0350685	0.0228599	0.0209774	3.186429
2189	1	-15800.4	-15813.6	13.1459	0.116006	0.0947034	0.0841921	0.111741	0.10622	0.0916303	0.117339	0.074591	0.0888517	0.154478	0.065185	0.0949362	0.0939363	0.0880027	0.109733	0.131684	0.125271	0.105716	0.116081	0.0840309	0.0729243	0.0953523	0.15565	0.0328738	0.0410148	0.0439809	0.0467689	0.0412022	0.0263853	0.0348721	0.0328974	0.0766948	0.034783	0.0563513	0.0291236	0.0366826	0.0162911	0.0417041	0.0682003	0.0297716	0.0508166	0.0279384	0.0277078	3.174313
2190	0	-15803.5	-15816.5	12.9718	0.137498	0.0946662	0.0969099	0.0931012	0.103483	0.0858994	0.131357	0.0853477	0.0967229	0.160989	0.0698628	0.0786174	0.0994883	0.084122	0.100983	0.13544	0.128897	0.0966605	0.123577	0.085267	0.0857669	0.0823517	0.175556	0.0281421	0.0298885	0.0267232	0.0285792	0.0389432	0.0281765	0.0174187	0.0709006	0.0597411	0.031185	0.042252	0.0429597	0.0850008	0.02977	0.0231128	0.0084719	0.0399311	0.0623892	0.0347774	0.0308059	3.191732
2191	1	-15796.7	-15809.4	12.751	0.129129	0.0856495	0.100688	0.0918993	0.10783	0.0902155	0.12155	0.0835964	0.103467	0.165024	0.0804709	0.0836828	0.100931	0.0763288	0.134706	0.126956	0.118758	0.113715	0.13025	0.0859189	0.10334	0.0944524	0.175674	0.0372273	0.0438977	0.0571164	0.0367808	0.0259805	0.0243343	0.0313827	0.0374162	0.0612093	0.0336954	0.0328037	0.012002	0.0411471	0.0226738	0.0508179	0.0554908	0.0243214	0.040705	0.0161766	0.0243973	3.21381
2192	0	-15801.3	-15813.9	12.5926	0.148179	0.112389	0.0783107	0.119481	0.112884	0.0807872	0.124284	0.0806744	0.0859199	0.179479	0.0673238	0.0774802	0.0988292	0.0938841	0.120647	0.110369	0.126293	0.112516	0.128773	0.0558762	0.11178	0.0974651	0.182479	0.0265414	0.0298885	0.0352776	0.0412576	0.038733	0.0403136	0.0268261	0.0496039	0.0367065	0.0298365	0.0490597	0.0343156	0.0732924	0.0135394	0.0365863	0.0174511	0.0324993	0.0381658	0.039474	0.0341701	3.229644
2193	1	-15801	-15813.7	12.6624	0.134201	0.0795495	0.0954541	0.107806	0.103012	0.0764378	0.118754	0.0739163	0.099122	0.157623	0.0648686	0.0934427	0.0936745	0.109334	0.106109	0.125242	0.122472	0.116786	0.13025	0.0710732	0.0974002	0.0808633	0.183128	0.0298495	0.0473722	0.0463083	0.0270316	0.0297254	0.0342859	0.0358566	0.0279158	0.0860975	0.0580399	0.031876	0.0314844	0.0426858	0.0452917	0.0369668	0.0438572	0.0196194	0.04124	0.0339782	0.0326644	3.222667
2194	0	-15800.1	-15813.2	13.1042	0.119528	0.111063	0.0986143	0.102192	0.112884	0.0790552	0.126786	0.0824879	0.0985694	0.155083	0.0717544	0.0961651	0.109802	0.0971453	0.111645	0.118312	0.118581	0.10583	0.125779	0.0942846	0.0743704	0.0855685	0.159497	0.0345299	0.0328752	0.0230231	0.0411035	0.045837	0.0408131	0.013351	0.0454227	0.042902	0.0223088	0.0414369	0.0343156	0.0966056	0.0245078	0.0194995	0.0173224	0.0466585	0.0451832	0.0216288	0.0341701	3.178491
2195	1	-15799.2	-15812.1	12.9178	0.104587	0.098679	0.0996565	0.117315	0.129592	0.0638921	0.120472	0.0682661	0.101508	0.167485	0.0723057	0.0934427	0.0949425	0.105369	0.0937758	0.113632	0.131663	0.10306	0.143948	0.0597265	0.0966692	0.0823221	0.18277	0.0319852	0.0402315	0.0538089	0.0371516	0.027621	0.0332545	0.0248153	0.0345231	0.0785886	0.0370215	0.0330069	0.0331028	0.0339288	0.0258676	0.0438167	0.0660399	0.0241576	0.0429519	0.0291658	0.0210061	3.197125
2196	0	-15804.3	-15817.1	12.7344	0.134207	0.0862098	0.0859176	0.11976	0.125824	0.0891211	0.135565	0.066975	0.109093	0.176928	0.0864941	0.0701521	0.0992431	0.0888657	0.122193	0.131671	0.117185	0.130516	0.118896	0.0779904	0.101313	0.0720686	0.140525	0.0383636	0.031102	0.0364707	0.055367	0.0429503	0.0410914	0.0136068	0.0606565	0.0329635	0.0279905	0.0409566	0.0216642	0.0729298	0.0201524	0.035876	0.00839791	0.0455701	0.0443961	0.0259431	0.0323018	3.215464
2197	1	-15805.3	-15818.4	13.0873	0.135614	0.0868941	0.085544	0.0833955	0.123313	0.0880601	0.121579	0.0956169	0.0957436	0.15129	0.0716445	0.070468	0.09682	0.100187	0.126733	0.135932	0.113481	0.116886	0.12038	0.0806724	0.0885495	0.089171	0.135603	0.0302698	0.0277811	0.032781	0.0242986	0.0372669	0.0231631	0.0381975	0.0229112	0.0781867	0.0510351	0.0375696	0.0354308	0.0575875	0.0408788	0.0478967	0.0651696	0.0182246	0.0483772	0.023389	0.0261841	3.180176
2198	0	-15797.9	-15811.4	13.4891	0.123817	0.0925041	0.0867519	0.102885	0.115973	0.0846549	0.117636	0.0940509	0.107576	0.150719	0.0906438	0.0778332	0.105835	0.105248	0.106737	0.134083	0.130029	0.10058	0.122344	0.0660134	0.0888624	0.0858571	0.167603	0.0359276	0.0308958	0.0381446	0.0584792	0.0294376	0.0358492	0.0180941	0.0562646	0.0318556	0.0298036	0.0386827	0.0219902	0.0643639	0.0114239	0.0346875	0.0106498	0.0309932	0.0363849	0.0260904	0.0417431	3.139998
2199	1	-15808.4	-15821.2	12.8173	0.11342	0.0941981	0.10937	0.102018	0.0966239	0.091417	0.126457	0.111799	0.0885197	0.18749	0.0800304	0.0839543	0.0847509	0.0922787	0.131113	0.115209	0.135339	0.0879642	0.108424	0.0928742	0.0991779	0.0932261	0.152729	0.0493613	0.0382125	0.0600176	0.0319399	0.0344527	0.0246823	0.0170758	0.0395698	0.0767297	0.0336754	0.0375696	0.0174519	0.0470669	0.0214461	0.0376854	0.0521111	0.0248402	0.0450337	0.0332046	0.00666732	3.207178
2200	0	-15804.7	-15817.7	12.9603	0.100722	0.0799684	0.0955689	0.107572	0.109656	0.0981391	0.148573	0.0872218	0.0932298	0.173472	0.0708941	0.0897157	0.103105	0.105355	0.104137	0.124169	0.132592	0.122715	0.124494	0.0723145	0.107663	0.0918776	0.147375	0.0282622	0.0365444	0.0377433	0.0489007	0.0436498	0.0365779	0.0186879	0.0567574	0.0347978	0.0318846	0.0409314	0.0363718	0.0643216	0.0132302	0.0249264	0.0176376	0.0299817	0.0522811	0.0259927	0.0228649	3.192875
2201	1	-15803.1	-15815.5	12.4352	0.118294	0.104358	0.10899	0.0909889	0.101384	0.084058	0.159619	0.0762812	0.107959	0.159577	0.0780429	0.0892621	0.0935804	0.100708	0.0986351	0.129922	0.152875	0.112393	0.130581	0.0708025	0.0985313	0.0777518	0.161439	0.0316004	0.02729	0.0476128	0.0477344	0.0393116	0.0197108	0.0250181	0.0377185	0.0726385	0.0507242	0.0422911	0.0256475	0.0558364	0.0180159	0.0376854	0.0544301	0.00926791	0.0487883	0.0378448	0.010189	3.24539
2202	0	-15803.6	-15816.6	12.991	0.133779	0.105623	0.102081	0.104562	0.1256	0.0897995	0.142566	0.086883	0.0840715	0.151449	0.0965522	0.0722609	0.0946498	0.093992	0.110391	0.118432	0.116045	0.133003	0.109453	0.0865921	0.0935026	0.0905378	0.160576	0.018544	0.0165771	0.0215003	0.0598234	0.0292348	0.0180159	0.0293413	0.0466337	0.053174	0.0318846	0.0473407	0.0359833	0.0667522	0.027947	0.0421924	0.00935515	0.0324955	0.0480877	0.0191006	0.0334252	3.189811
2203	1	-15803.3	-15815.7	12.4043	0.129487	0.10677	0.0796474	0.0929987	0.138044	0.0930811	0.12204	0.0928026	0.0938984	0.16527	0.0751752	0.0831522	0.107963	0.113899	0.112834	0.125943	0.123183	0.112752	0.107683	0.0823877	0.0837283	0.0861809	0.173171	0.0531642	0.0334507	0.0426182	0.0377773	0.0246171	0.0195246	0.032022	0.0235162	0.100676	0.0360806	0.0402745	0.0246617	0.0394396	0.0295595	0.0509976	0.0462361	0.0254741	0.0469393	0.0163946	0.0229606	3.248476
2204	0	-15812.5	-15826.4	13.911	0.146043	0.106966	0.0800119	0.0989734	0.100142	0.0705336	0.110746	0.0730432	0.090414	0.176153	0.0678118	0.0803741	0.0966982	0.0825819	0.116162	0.0883862	0.121126	0.104347	0.118253	0.0753993	0.0922179	0.0900299	0.167816	0.0181271	0.025836	0.0350823	0.0436042	0.0597515	0.0296514	0.0322657	0.0597389	0.0357503	0.0313071	0.03635	0.0340075	0.0610424	0.0135008	0.0525466	0.0375933	0.0302476	0.0522741	0.0329376	0.0219678	3.097811
2205	1	-15800.2	-15812.2	12.0591	0.114663	0.0921386	0.104168	0.124901	0.113417	0.0879636	0.13966	0.0696501	0.0964075	0.181879	0.088128	0.101046	0.129635	0.0893301	0.124213	0.117128	0.121605	0.110417	0.112776	0.0754311	0.0799714	0.0861809	0.193011	0.0311644	0.0397741	0.0432239	0.0377773	0.0198713	0.0243242	0.0304984	0.0411455	0.0897239	0.0454441	0.0368745	0.018619	0.0437366	0.0275747	0.0458932	0.0534304	0.0182429	0.0475853	0.0223576	0.0120151	3.282997
2206	0	-15806.2	-15818.8	12.6456	0.122563	0.0902467	0.107094	0.0889592	0.0982372	0.0879172	0.114558	0.100226	0.0914558	0.177922	0.0898911	0.0785377	0.0991942	0.117527	0.0971849	0.130363	0.125165	0.114594	0.137416	0.0750912	0.0871063	0.0742223	0.176762	0.0407785	0.0317352	0.0236277	0.0335883	0.030741	0.0530838	0.0309558	0.0688314	0.0525907	0.0236474	0.0400388	0.0330041	0.0639765	0.00424145	0.0385293	0.0247689	0.0367935	0.048628	0.0261071	0.03645	3.224352
2207	1	-15814.8	-15827.4	12.6034	0.129278	0.0942033	0.0924443	0.0877162	0.0826795	0.0871045	0.128029	0.0696501	0.0826728	0.193128	0.088128	0.079944	0.109996	0.10881	0.109669	0.129407	0.108932	0.120583	0.140818	0.0773173	0.0867514	0.0800589	0.154314	0.039788	0.044214	0.0432728	0.0226559	0.0423126	0.024908	0.0480256	0.0375644	0.0800297	0.0426579	0.0391463	0.0304946	0.0320893	0.0206977	0.0450545	0.0789943	0.0161566	0.0672577	0.0251396	0.00647716	3.22857
2208	0	-15796.9	-15810.1	13.1983	0.118055	0.110168	0.0958527	0.104265	0.118029	0.0844539	0.12871	0.0643583	0.0891612	0.161267	0.0770128	0.0815481	0.113506	0.105778	0.0991694	0.123904	0.126713	0.123789	0.123542	0.064798	0.0936569	0.0888985	0.162631	0.0356295	0.0227726	0.0202083	0.0542726	0.0332711	0.0251489	0.0261845	0.0487483	0.0368798	0.0311492	0.0467468	0.0385769	0.0574381	0.012898	0.0434293	0.0263872	0.0380306	0.0443507	0.0361279	0.0315587	3.169075
2209	1	-15802.4	-15814.9	12.4753	0.108571	0.0863788	0.101332	0.127923	0.110697	0.0867679	0.125635	0.080656	0.0957424	0.169518	0.084024	0.0733418	0.112528	0.095296	0.132708	0.12367	0.134082	0.127439	0.123971	0.0752191	0.0836327	0.0860607	0.182055	0.0449662	0.0488826	0.0423693	0.0202069	0.0267019	0.0312412	0.0310795	0.0320699	0.0697289	0.0496234	0.0255613	0.0169288	0.0257975	0.0213216	0.0531032	0.0469844	0.0266636	0.0443824	0.0319563	0.0245564	3.241375
2210	0	-15798.5	-15811.2	12.6792	0.125823	0.0915147	0.108068	0.08871	0.114911	0.082402	0.121003	0.0843503	0.0966904	0.160964	0.0841913	0.0806397	0.0857822	0.0901603	0.117183	0.115545	0.120229	0.118115	0.137747	0.0872646	0.0871432	0.105742	0.168042	0.028402	0.0298043	0.0439283	0.0498437	0.039617	0.0212806	0.0271877	0.0350784	0.058989	0.0168083	0.0415896	0.0382589	0.0832094	0.0186764	0.0291143	0.0249036	0.0409654	0.0549098	0.0314918	0.0347138	3.220992
2211	1	-15806.8	-15819.5	12.7114	0.1115	0.10396	0.0960652	0.0999585	0.106204	0.0853301	0.1213	0.0647221	0.0957424	0.202561	0.0609439	0.0799639	0.111148	0.0927175	0.101896	0.124208	0.13976	0.133657	0.10884	0.07365	0.0809281	0.0726384	0.176768	0.0462923	0.0439809	0.0493792	0.017779	0.0250015	0.0480785	0.0221262	0.0272367	0.0842731	0.0542546	0.0404959	0.0100052	0.0472213	0.0312155	0.0540139	0.0547735	0.0175253	0.0479539	0.0256496	0.0260479	3.217766
2212	0	-15802.8	-15815.2	12.4326	0.125888	0.0921479	0.0928343	0.0989793	0.119743	0.0720446	0.127121	0.0736448	0.108572	0.157802	0.0792365	0.0904671	0.0944311	0.0901603	0.0900422	0.148054	0.122771	0.123776	0.136798	0.0846675	0.119585	0.0957262	0.154387	0.0292474	0.0303349	0.0370673	0.0683848	0.0286217	0.0321887	0.0209414	0.0543289	0.0521434	0.0264294	0.0314172	0.0263205	0.083812	0.0263962	0.0349378	0.0144747	0.0367003	0.0389141	0.027436	0.0466735	3.245649
2213	1	-15807	-15818.4	11.4013	0.128161	0.130216	0.0949989	0.115326	0.113982	0.0853301	0.151313	0.0731551	0.104587	0.167803	0.0754139	0.106364	0.117293	0.0899157	0.0978441	0.118298	0.119684	0.108801	0.128304	0.087839	0.0941047	0.0787565	0.179152	0.0455891	0.0239143	0.0349543	0.0226575	0.0189548	0.0232415	0.0319682	0.0356564	0.0986876	0.0542816	0.048711	0.0214164	0.0489041	0.028271	0.0523832	0.0647669	0.0209765	0.0440464	0.0364861	0.0262729	3.348782
2214	0	-15805.7	-15818.3	12.5349	0.116974	0.111679	0.0884662	0.101733	0.124814	0.106637	0.123456	0.108709	0.111044	0.178333	0.071847	0.0938387	0.090964	0.102614	0.125545	0.121364	0.13181	0.113838	0.109056	0.0768718	0.0811599	0.0626455	0.149248	0.0359683	0.0221206	0.0174119	0.053954	0.0368823	0.0239581	0.0348358	0.0582548	0.0466646	0.0164883	0.0494423	0.0387661	0.077257	0.029354	0.0411214	0.0111621	0.0310116	0.0489336	0.0245632	0.0346224	3.235421
2215	1	-15804.7	-15817	12.3089	0.134564	0.103633	0.111926	0.0887175	0.10263	0.0886435	0.132831	0.0876251	0.0934373	0.165423	0.103314	0.0700188	0.121524	0.0914445	0.108499	0.130445	0.125258	0.110652	0.133795	0.0967229	0.0862363	0.0793238	0.160587	0.0326449	0.0226062	0.0365806	0.0337835	0.0396276	0.0397109	0.0501689	0.0362645	0.0712182	0.035369	0.0452027	0.018238	0.0340876	0.0254152	0.0532584	0.0532765	0.0251962	0.0307614	0.0255854	0.0217705	3.258018
2216	0	-15804	-15816.5	12.4227	0.145973	0.110744	0.0894616	0.0915047	0.119287	0.107534	0.141099	0.0831149	0.0879389	0.146494	0.0735383	0.0798547	0.111617	0.0853592	0.130323	0.107031	0.13181	0.113961	0.130415	0.0659904	0.0874949	0.0673178	0.184323	0.0240725	0.0298824	0.031446	0.0490273	0.0421113	0.0264968	0.0329127	0.0465125	0.0386946	0.0253326	0.0442873	0.0262484	0.0922506	0.0157603	0.0470104	0.0229844	0.043811	0.0434963	0.0376724	0.0344426	3.246639
2217	1	-15801.5	-15814.4	12.8991	0.130032	0.102437	0.104275	0.0858283	0.123342	0.0727686	0.129406	0.0668779	0.10819	0.17288	0.0638178	0.0892512	0.0904554	0.0781737	0.110087	0.137643	0.127091	0.106815	0.118691	0.0967229	0.0922741	0.0804882	0.174319	0.0430126	0.0307278	0.0428018	0.0408229	0.0302145	0.0291578	0.037704	0.0469282	0.0798281	0.037354	0.0353794	0.0175155	0.041547	0.0144522	0.0529805	0.0514715	0.023622	0.0436758	0.0328963	0.00503915	3.198998
2218	0	-15816.7	-15830.6	13.9201	0.106499	0.080898	0.094638	0.0930415	0.119341	0.0980928	0.105199	0.0739716	0.110966	0.140151	0.078609	0.0743194	0.119564	0.108865	0.0955327	0.116748	0.107358	0.105744	0.127102	0.105682	0.0842819	0.0894172	0.15758	0.0404713	0.0146839	0.0427403	0.0490767	0.0276909	0.0303714	0.0355251	0.0659948	0.0389929	0.0222591	0.0499601	0.0206987	0.0593037	0.0257656	0.0137294	0.0209287	0.0291673	0.0480337	0.0220051	0.0458971	3.096896
2219	1	-15797.2	-15810.1	12.9112	0.111349	0.119883	0.100498	0.0973556	0.109848	0.0826327	0.140572	0.0794598	0.104653	0.176161	0.0841664	0.0892512	0.11278	0.088832	0.114396	0.137643	0.133289	0.110039	0.120234	0.0625402	0.0781394	0.0842247	0.173682	0.0460296	0.0227537	0.0472162	0.0249175	0.033672	0.0229373	0.0283672	0.029661	0.087549	0.0375812	0.0467264	0.0138617	0.0281827	0.02568	0.0412857	0.0469365	0.023622	0.0496516	0.0169859	0.0125365	3.197784
2220	0	-15812.5	-15824.2	11.7547	0.133375	0.101726	0.0982441	0.11683	0.119341	0.0761173	0.132302	0.0810014	0.113078	0.153753	0.0827303	0.116851	0.128161	0.0930267	0.0999866	0.128606	0.127927	0.114057	0.113851	0.0704623	0.0855778	0.0869739	0.18651	0.0497919	0.0257805	0.0369726	0.0380745	0.0370447	0.0537459	0.0209843	0.049375	0.0493729	0.0353431	0.0489792	0.0210004	0.0861547	0.00869936	0.0301331	0.0255973	0.0362521	0.0284654	0.0413204	0.0298679	3.313442
